EmployerName,EmployerSize,Section,DiffMeanPercent
THE NETWORK (FIELD MARKETING & PROMOTIONS) COMPANY LIMITED,1000 to 4999,N,-0.5684000000000006
THE NUANCE GROUP (UK) LIMITED,250 to 499,G,54.53790000000001
THE OFFICE CONCIERGE COMPANY LIMITED,500 to 999,N,3.88
THE OFFICE ISLINGTON LIMITED,250 to 499,L,88.938
THE OXFORD MARKET RESEARCH AGENCY LIMITED,500 to 999,M,42.0
The Park Federation Academy Trust,500 to 999,P,52.681200000000004
THE PCS GROUP LIMITED,500 to 999,N,1.25
THE PERFUME SHOP LIMITED,1000 to 4999,G,20.034
The Pioneer Academy,250 to 499,P,22.901999999999997
THE PRESS ASSOCIATION LIMITED,500 to 999,S,0.0
THE RANDOM HOUSE GROUP LIMITED,1000 to 4999,J,10.3512
THE REAL GREEK FOOD COMPANY LIMITED,250 to 499,I,7.8225
THE REGARD PARTNERSHIP LIMITED,1000 to 4999,Q,12.928199999999999
THE RESTAURANT GROUP (UK) LIMITED,"5000 to 19,999",I,14.094
THE RETAIL MOTOR INDUSTRY FEDERATION  LIMITED,250 to 499,S,32.7116
THE ROYAL ACADEMY OF ARTS,250 to 499,R,9.9
The Royal College of Surgeons of England,Less than 250,M,14.242799999999999
The Royal College of Surgeons of England,Less than 250,P,14.242799999999999
The Royal College of Surgeons of England,Less than 250,S,14.242799999999999
The Royal Marsden NHS Foundation Trust,1000 to 4999,Q,19.656
THE ROYAL MASONIC BENEVOLENT INSTITUTION CARE COMPANY,1000 to 4999,Q,15.0
The Royal National Institute For Deaf People,500 to 999,G,7.629599999999999
The Royal National Institute For Deaf People,500 to 999,M,7.629599999999999
The Royal National Institute For Deaf People,500 to 999,Q,7.629599999999999
THE SAVOY HOTEL LIMITED,500 to 999,I,2.2781000000000002
THE STABLE BAR & RESTAURANTS LIMITED,250 to 499,I,13.273
THE SWATCH GROUP (UK) LIMITED,500 to 999,G,21.92
THE SWATCH GROUP (UK) LIMITED,500 to 999,G,21.92
THE SWATCH GROUP (UK) LIMITED,500 to 999,G,21.92
THE TAPSCOTT LEARNING TRUST,250 to 499,P,20.0
THE THAMES VALLEY COMMUNITY REHABILITATION COMPANY LIMITED,Less than 250,O,29.0
THE TRAVEL COMPANY LIMITED,500 to 999,N,45.037800000000004
The United Synagogue,1000 to 4999,S,30.867199999999997
The University Of Westminster,1000 to 4999,M,7.476
The University Of Westminster,1000 to 4999,M,7.476
The University Of Westminster,1000 to 4999,P,7.476
The University Of Westminster,1000 to 4999,P,7.476
THE WELLCOME TRUST LIMITED,500 to 999,S,53.3192
THE WHITE BRASSERIE COMPANY LTD,500 to 999,I,11.4635
THE WHITE BRASSERIE COMPANY LTD,500 to 999,I,11.4635
The White Company (U.K.) Limited,1000 to 4999,G,54.239999999999995
The White Company (U.K.) Limited,1000 to 4999,G,54.239999999999995
The White Company (U.K.) Limited,1000 to 4999,G,54.239999999999995
The White Company (U.K.) Limited,1000 to 4999,G,54.239999999999995
THIRD BRIDGE GROUP LIMITED,250 to 499,M,54.306000000000004
THIRD BRIDGE GROUP LIMITED,250 to 499,N,54.306000000000004
THOMAS MILLER & CO. LIMITED,500 to 999,M,65.0944
Thomas Sabo (UK) Ltd,250 to 499,G,46.6811
Thomas Sabo (UK) Ltd,250 to 499,G,46.6811
THOMSON REUTERS (PROFESSIONAL) UK LIMITED,1000 to 4999,M,4.3906
THOMSON REUTERS (PROFESSIONAL) UK LIMITED,1000 to 4999,N,4.3906
THORN LIGHTING LIMITED,500 to 999,C,30.263199999999998
THORNTONS LIMITED,1000 to 4999,C,23.166
THREADNEEDLE MANAGEMENT SERVICES LIMITED,500 to 999,N,51.9738
TI MEDIA LIMITED,1000 to 4999,J,28.206000000000003
TICKETMASTER UK LIMITED,500 to 999,G,72.6
TICKETMASTER UK LIMITED,500 to 999,J,72.6
TICKETMASTER UK LIMITED,500 to 999,N,72.6
TIFFANY  & CO. LIMITED,250 to 499,G,13.2308
TIGER RETAIL LIMITED,500 to 999,G,-0.37739999999999996
TILDA LIMITED,250 to 499,C,19.1828
TILLERY VALLEY FOODS LIMITED,250 to 499,C,5.7532
TILNEY GROUP LIMITED,500 to 999,M,75.7132
TIMEPLAN EDUCATION GROUP LIMITED,250 to 499,N,12.494900000000001
TIMES NEWSPAPERS LIMITED,500 to 999,J,15.7766
TINIES U.K. LIMITED,250 to 499,N,-2.8499999999999996
TINIES U.K. LIMITED,250 to 499,P,-2.8499999999999996
TMP (UK) LIMITED,250 to 499,M,22.6
TMP (UK) LIMITED,250 to 499,N,22.6
TOKIO MARINE KILN INSURANCE SERVICES LIMITED,500 to 999,N,57.486
TOOK US A LONG TIME LIMITED,1000 to 4999,I,11.8614
TOP SHOP/TOP MAN LIMITED,"5000 to 19,999",G,10.001500000000002
TOPWEST LIMITED,500 to 999,I,5.9750000000000005
TOR COATINGS LIMITED,250 to 499,C,26.656799999999997
TOTAL E&P NORTH SEA UK LIMITED,500 to 999,B,34.7936
TOTAL E&P NORTH SEA UK LIMITED,500 to 999,B,34.7936
TOTAL E&P UK LIMITED,500 to 999,B,38.21940000000001
TOTAL GAS & POWER LIMITED,500 to 999,D,60.6911
TOTAL GAS & POWER LIMITED,500 to 999,D,60.6911
TOTAL GAS & POWER LIMITED,500 to 999,D,60.6911
TOTAL GAS & POWER LIMITED,500 to 999,D,60.6911
TOTAL SUPPORT SERVICES LIMITED,1000 to 4999,N,2.8
TOTALJOBS GROUP LIMITED,500 to 999,J,21.4522
Tottenham Hotspur Football & Athletic Co. Ltd,500 to 999,R,160.44
TOWER BRIDGE HOMES CARE LIMITED,1000 to 4999,N,-1.554
TOWER HAMLETS HOMES LIMITED,250 to 499,L,-10.8
Tower Transit Operations Ltd,1000 to 4999,H,0.496
TPP RECRUITMENT LTD,250 to 499,N,12.020399999999999
TRAD SCAFFOLDING CO.LIMITED,250 to 499,F,-6.462
Trades Union Congress,Less than 250,S,2.3
Tradewind Recruitment Ltd,1000 to 4999,N,12.979999999999999
TRAILFINDERS LIMITED,500 to 999,N,26.082
TRAILFINDERS LIMITED,500 to 999,N,26.082
TRAINLINE.COM LIMITED,500 to 999,J,27.94
TRANSPERFECT TRANSLATIONS LIMITED,250 to 499,N,34.4421
TRANSPORT TRADING LIMITED,500 to 999,H,24.7036
Travel Republic Ltd,250 to 499,N,43.366400000000006
TRAVELERS MANAGEMENT LIMITED,500 to 999,K,57.031299999999995
TRAVELEX UK LIMITED,1000 to 4999,S,48.0768
TRAVELJIGSAW LIMITED,1000 to 4999,N,48.5199
Travers Smith Employment Services,500 to 999,M,20.8824
Travers Smith Employment Services,500 to 999,N,20.8824
TRENCHANT EMPLOYEE SERVICES LIMITED,500 to 999,J,64.449
TRIANGLE COMMUNITY SERVICES LIMITED,Less than 250,Q,7.0858
TRIANGLE COMMUNITY SERVICES LIMITED,Less than 250,S,7.0858
TRIGION SECURITY SERVICES LIMITED,Less than 250,N,-46.5
Trinity College London,Less than 250,P,18.9946
Trinity School - Dagenham,250 to 499,P,22.1
Trinity School - Dagenham,250 to 499,P,22.1
TRIPADVISOR LIMITED,250 to 499,N,40.0024
TRIPP LIMITED,250 to 499,G,-40.0
TRO GROUP LIMITED,250 to 499,M,14.896
TROIA (UK) RESTAURANTS LIMITED,1000 to 4999,I,1.3673
TROWERS & HAMLINS (SERVICES) LIMITED,250 to 499,N,51.1245
Trustees for Roman Catholic Purposes,250 to 499,S,3.8
TRUSTEES OF THE LONDON CLINIC LIMITED,1000 to 4999,Q,19.588000000000005
TRUSTMARQUE SOLUTIONS LIMITED,250 to 499,J,24.8255
TRUSTMARQUE SOLUTIONS LIMITED,250 to 499,J,24.8255
Ts Tech UK Ltd,250 to 499,C,-4.99
T-SYSTEMS LIMITED,250 to 499,J,38.6925
T-SYSTEMS LIMITED,250 to 499,J,38.6925
TT GAMES STUDIOS LIMITED,500 to 999,J,32.552
TULLETT PREBON GROUP LIMITED,1000 to 4999,K,89.76440000000001
TULLOW GROUP SERVICES LIMITED,250 to 499,B,57.72
TULLOW GROUP SERVICES LIMITED,250 to 499,B,57.72
TURNER BROADCASTING SYSTEM EUROPE LIMITED,500 to 999,J,58.38400000000001
TURNER BROADCASTING SYSTEM EUROPE LIMITED,500 to 999,J,58.38400000000001
TURNER BROADCASTING SYSTEM EUROPE LIMITED,500 to 999,J,58.38400000000001
TURNER BROADCASTING SYSTEM EUROPE LIMITED,500 to 999,J,58.38400000000001
Turning Point,1000 to 4999,Q,14.0076
Turning Point,1000 to 4999,Q,14.0076
Turning Point,1000 to 4999,Q,14.0076
Turning Point,1000 to 4999,Q,14.0076
UBER LONDON LIMITED,250 to 499,J,13.5369
UBM (UK) LIMITED,250 to 499,N,32.11
UCL,"5000 to 19,999",P,20.002200000000002
UK MISSION ENTERPRISE LIMITED,500 to 999,N,27.491200000000003
UK POWER NETWORKS (OPERATIONS) LIMITED,"5000 to 19,999",D,25.422
UK POWER NETWORKS (SOUTH EAST SERVICES) LIMITED,500 to 999,N,8.445
UKTV MEDIA LIMITED,250 to 499,J,33.54
ULTRA ELECTRONICS LIMITED,1000 to 4999,C,36.7965
UNDERDOG GROUP LIMITED,500 to 999,N,-6.7963000000000005
UNILEVER U.K. CENTRAL RESOURCES LIMITED,1000 to 4999,M,1.8112000000000004
UNILEVER U.K. CENTRAL RESOURCES LIMITED,1000 to 4999,N,1.8112000000000004
UNION STREET CAFE LIMITED,500 to 999,I,17.189899999999998
Uniqlo Europe Ltd,500 to 999,G,12.360000000000001
Uniqlo Europe Ltd,500 to 999,G,12.360000000000001
UNISYS LIMITED,250 to 499,J,14.731200000000001
UNITED BISCUITS (UK) LIMITED,1000 to 4999,C,11.944800000000003
UNITED CINEMAS INTERNATIONAL (UK) LIMITED,1000 to 4999,J,6.241599999999999
UNITED KINGDOM ANTI-DOPING LIMITED,Less than 250,J,0.8388
UNITED KINGDOM ANTI-DOPING LIMITED,Less than 250,M,0.8388
UNITED KINGDOM ANTI-DOPING LIMITED,Less than 250,O,0.8388
UNITED KINGDOM ANTI-DOPING LIMITED,Less than 250,P,0.8388
United Response,1000 to 4999,S,0.2994
UNITRUST PROTECTION SERVICES (U.K.) LIMITED,250 to 499,N,-0.46439999999999987
UNITRUST PROTECTION SERVICES (U.K.) LIMITED,250 to 499,N,-0.46439999999999987
UNITRUST PROTECTION SERVICES (U.K.) LIMITED,250 to 499,N,-0.46439999999999987
Unity Contracting Services Ltd,250 to 499,F,-65.91
UNIVERSAL COMMERCIAL GUARDING LIMITED,250 to 499,N,-6.6178
UNIVERSAL MUSIC HOLDINGS LIMITED,1000 to 4999,M,36.2004
UNIVERSAL MUSIC HOLDINGS LIMITED,1000 to 4999,R,36.2004
University  of East London,1000 to 4999,P,14.4
University  of East London,1000 to 4999,P,14.4
University  of East London,1000 to 4999,P,14.4
University  of East London,1000 to 4999,P,14.4
University  of East London,1000 to 4999,P,14.4
University College Hospital NHS Trust,"5000 to 19,999",Q,18.2088
University of Greenwich,1000 to 4999,P,10.4
University of London,500 to 999,P,17.25
"University of the Arts, London",1000 to 4999,P,7.1424
University of West London,1000 to 4999,P,7.5693
UPDATA INFRASTRUCTURE (UK) LIMITED,250 to 499,J,23.462400000000002
UPS LIMITED,"5000 to 19,999",H,7.330799999999999
URBN UK LIMITED,1000 to 4999,G,1.1165
UST GLOBAL PRIVATE LIMITED,250 to 499,J,25.1806
UTILITY WAREHOUSE LIMITED,1000 to 4999,J,13.716
Uxbridge College,500 to 999,P,14.627999999999998
V.G.CLEMENTS (CONTRACTORS) LIMITED,1000 to 4999,F,49.760000000000005
V.SHIPS UK LIMITED,250 to 499,H,53.9616
VACHERIN LIMITED,250 to 499,I,4.843
VALE EUROPE LIMITED,250 to 499,C,-6.111
"VALERO OPERATIONS SUPPORT, LTD",500 to 999,K,7.909999999999999
Value Retail PLC,250 to 499,L,53.139399999999995
"VANGUARD ASSET SERVICES, LTD.",250 to 499,K,31.200000000000003
VAPIANO LIMITED,250 to 499,I,3.852
VAULTEX UK LIMITED,1000 to 4999,K,44.619
VENN GROUP LIMITED,250 to 499,N,23.8728
VEOLIA ENERGY & UTILITY SERVICES UK PLC,250 to 499,D,28.9296
VEOLIA ENERGY & UTILITY SERVICES UK PLC,250 to 499,D,28.9296
VEOLIA ENERGY & UTILITY SERVICES UK PLC,250 to 499,F,28.9296
VEOLIA ENERGY & UTILITY SERVICES UK PLC,250 to 499,S,28.9296
VEOLIA ES (UK) LIMITED,"5000 to 19,999",K,-5.6784
VEOLIA ES (UK) LIMITED,"5000 to 19,999",S,-5.6784
Veolia Es Hampshire Ltd,250 to 499,E,28.801399999999997
Veolia Es Hampshire Ltd,250 to 499,E,28.801399999999997
Veolia Es Hampshire Ltd,250 to 499,E,28.801399999999997
Veolia Es Hampshire Ltd,250 to 499,E,28.801399999999997
VEOLIA ES MERSEYSIDE & HALTON LIMITED,250 to 499,E,-10.68
VEOLIA ES MERSEYSIDE & HALTON LIMITED,250 to 499,E,-10.68
VEOLIA ES MERSEYSIDE & HALTON LIMITED,250 to 499,E,-10.68
VEOLIA ES MERSEYSIDE & HALTON LIMITED,250 to 499,E,-10.68
VEOLIA ES SHEFFIELD LIMITED,250 to 499,E,-1.6188000000000002
VEOLIA ES SHEFFIELD LIMITED,250 to 499,E,-1.6188000000000002
VEOLIA ES SHROPSHIRE LIMITED,250 to 499,E,7.5705
VEOLIA ES SHROPSHIRE LIMITED,250 to 499,E,7.5705
VEOLIA ES SHROPSHIRE LIMITED,250 to 499,E,7.5705
VEOLIA ES SHROPSHIRE LIMITED,250 to 499,E,7.5705
VEOLIA ES SOUTHWARK LIMITED,250 to 499,E,1.1543999999999999
VEOLIA ES SOUTHWARK LIMITED,250 to 499,E,1.1543999999999999
VEOLIA ES SOUTHWARK LIMITED,250 to 499,E,1.1543999999999999
VERIFONE (U.K.) LIMITED,250 to 499,J,30.504
VERISURE SERVICES (UK) LIMITED,500 to 999,N,-4.9566
VERTEX PHARMACEUTICALS (EUROPE)  LIMITED,250 to 499,M,60.3084
VIACOM INTERNATIONAL MEDIA NETWORKS U.K. LIMITED,250 to 499,J,20.631000000000004
Victoria & Albert Museum,250 to 499,R,7.652400000000001
VICTORIA'S SECRET UK LIMITED,500 to 999,L,24.3948
VILLIERS TOPCO LIMITED,1000 to 4999,M,16.1994
VIRGIN ACTIVE INTERNATIONAL LIMITED,1000 to 4999,M,22.365000000000002
VIRGIN ACTIVE INTERNATIONAL LIMITED,1000 to 4999,R,22.365000000000002
VIRGIN CARE LIMITED,250 to 499,Q,19.340100000000003
VIRGIN CARE SERVICES LIMITED,1000 to 4999,Q,15.2036
VISION FOR EDUCATION LIMITED,1000 to 4999,N,18.4506
VISION-REDBRIDGE CULTURE & LEISURE,500 to 999,R,0.936
VISION-REDBRIDGE CULTURE & LEISURE,500 to 999,R,0.936
VISION-REDBRIDGE CULTURE & LEISURE,500 to 999,R,0.936
VITALITY CORPORATE SERVICES LIMITED,1000 to 4999,K,53.4988
VIVIENNE WESTWOOD LIMITED,250 to 499,G,1.24
VMWARE UK LIMITED,500 to 999,J,47.8295
VMWARE UK LIMITED,500 to 999,J,47.8295
VOCALINK LIMITED,500 to 999,N,39.2202
VOICE MARKETING LIMITED,500 to 999,N,1.8784
Voluntary Service Overseas,Less than 250,P,5.9
Voluntary Service Overseas,Less than 250,Q,5.9
Voluntary Service Overseas,Less than 250,S,5.9
VPS (UK) LIMITED,250 to 499,S,7.6136
VUE SERVICES LIMITED,250 to 499,M,12.741299999999999
W.J.KING(GARAGES)LIMITED,250 to 499,G,31.891200000000005
WAGAMAMA LIMITED,"5000 to 19,999",I,-4.2987
WALNUT UNLIMITED LTD,1000 to 4999,M,45.4768
Walsingham Support,1000 to 4999,Q,3.784
WALT DISNEY COMPANY LIMITED(THE),1000 to 4999,R,31.0156
Waltham Forest Council,1000 to 4999,O,14.2965
Wandsworth Borough Council,1000 to 4999,O,7.590000000000001
WARNER BROS. ENTERTAINMENT UK LIMITED,250 to 499,J,43.1618
WARNER BROS. STUDIOS LEAVESDEN LIMITED,500 to 999,J,26.9872
WARNER MUSIC UK LIMITED,250 to 499,G,64.8225
WARNER MUSIC UK LIMITED,250 to 499,J,64.8225
WARRENS WAREHOUSING GROUP LIMITED,250 to 499,H,8.556000000000003
Wasabi Co. Ltd,1000 to 4999,I,1.3044
Wateraid,250 to 499,Q,12.21
WATERMAN ASPEN LIMITED,250 to 499,N,24.0748
WATERSTONES BOOKSELLERS LIMITED,1000 to 4999,G,12.5307
WAVEMAKER LIMITED,500 to 999,M,31.902900000000002
WDFG UK LIMITED,1000 to 4999,G,28.397199999999994
WDFG UK LIMITED,1000 to 4999,G,28.397199999999994
WDFG UK LIMITED,1000 to 4999,G,28.397199999999994
WE ARE TALENT LTD,500 to 999,N,-9.5
WEALMOOR LIMITED,500 to 999,A,6.686399999999999
WEALMOOR LIMITED,500 to 999,H,6.686399999999999
WEAR INNS LIMITED,250 to 499,I,7.452
WEBB YATES ENGINEERS LIMITED,Less than 250,M,10.279
WEBB YATES ENGINEERS LIMITED,Less than 250,M,10.279
WELLINGTON MANAGEMENT INTERNATIONAL LIMITED,250 to 499,K,57.041700000000006
WELLINGTON MANAGEMENT INTERNATIONAL LIMITED,250 to 499,M,57.041700000000006
WEMBLEY NATIONAL STADIUM  LIMITED,250 to 499,R,24.224999999999998
WENTWORTH CLUB LIMITED,250 to 499,R,14.560000000000002
WEST COAST TRAINS LIMITED,1000 to 4999,H,39.0848
WEST HAM UNITED FOOTBALL CLUB LIMITED,250 to 499,R,110.9704
WEST LONDON COLLEGE GROUP LTD,500 to 999,P,7.4148000000000005
WEST MIDLANDS TRAINS LIMITED,1000 to 4999,H,16.500400000000003
WESTERN MORTGAGE SERVICES LIMITED,500 to 999,S,11.161200000000001
WESTFIELD EUROPE LIMITED,250 to 499,F,61.90080000000001
WESTFIELD EUROPE LIMITED,250 to 499,M,61.90080000000001
WESTMINSTER BRIDGE HOTEL OPERATOR LIMITED,250 to 499,I,8.639
Westminster City Council,1000 to 4999,O,9.7094
WEWORK INTERNATIONAL LIMITED,250 to 499,L,34.304399999999994
WFL (UK) LIMITED,500 to 999,G,12.8037
Wgc Ltd,1000 to 4999,N,6.2607
WHICH? FINANCIAL SERVICES LIMITED,Less than 250,K,31.3458
WHICH? LIMITED,250 to 499,J,36.4392
WHICH? LIMITED,250 to 499,J,36.4392
WHISTLES LIMITED,500 to 999,G,38.160000000000004
WHITE STUFF LIMITED,1000 to 4999,G,37.44
WHITE STUFF LIMITED,1000 to 4999,G,37.44
Whitefield Academy Trust,250 to 499,P,24.0
Whitefield Academy Trust,250 to 499,P,24.0
Whittington Health NHS Trust,1000 to 4999,Q,7.862399999999999
WILLIAM HILL ORGANIZATION LIMITED,250 to 499,R,13.5548
WILLIAM HILL PLC,"5000 to 19,999",R,27.6556
William Jones's Schools Foundation,500 to 999,P,32.8
WILLIAMS LEA LIMITED,1000 to 4999,N,8.82
WILLIS LIMITED,1000 to 4999,K,73.39
WILLIS LIMITED,1000 to 4999,K,73.39
Wilmington PLC,Less than 250,M,85.51040000000002
WIN TECHNOLOGIES (UK) LIMITED,250 to 499,J,57.190000000000005
WINTERFLOOD SECURITIES LIMITED,250 to 499,K,77.05409999999999
WINTON CAPITAL MANAGEMENT LIMITED,250 to 499,K,24.728
WIRELESS DATA SERVICES LIMITED,250 to 499,J,19.8075
WIRELESS GROUP MEDIA (GB) LIMITED,250 to 499,J,37.5804
WISE SECURITY SERVICES LIMITED,250 to 499,O,0.0
WITHERS PROFESSIONAL SERVICES LIMITED,250 to 499,N,33.5356
WORKDAY (UK) LIMITED,250 to 499,J,22.4343
WORKMAN FACILITIES MANAGEMENT LIMITED,250 to 499,L,11.9893
WORLD FIRST UK LIMITED,250 to 499,K,35.2515
"WORLD FUEL SERVICES EUROPE, LTD.",250 to 499,G,76.53999999999999
"WORLD FUEL SERVICES EUROPE, LTD.",250 to 499,G,76.53999999999999
"WORLD FUEL SERVICES EUROPE, LTD.",250 to 499,H,76.53999999999999
"WORLD FUEL SERVICES EUROPE, LTD.",250 to 499,H,76.53999999999999
WORLDLINE IT SERVICES UK LIMITED,500 to 999,J,21.9648
WORLDLINE IT SERVICES UK LIMITED,500 to 999,J,21.9648
WORLDLINE IT SERVICES UK LIMITED,500 to 999,J,21.9648
WORLDPAY (UK) LIMITED,1000 to 4999,N,50.1475
WORLDREMIT LTD.,250 to 499,K,55.117799999999995
WORLDWIDE FLIGHT SERVICES LIMITED,250 to 499,H,20.8483
WORLEYPARSONS EUROPE LIMITED,500 to 999,M,41.814
WORLEYPARSONS EUROPE LIMITED,500 to 999,M,41.814
WORLEYPARSONS EUROPE LIMITED,500 to 999,M,41.814
WOWCHER LIMITED,250 to 499,J,49.947199999999995
WPP 2005 LIMITED,"5000 to 19,999",M,89.1
WPP BRANDS (UK) LIMITED,1000 to 4999,M,39.1344
WSP MANAGEMENT SERVICES LIMITED,500 to 999,M,70.4625
WSP UK LIMITED,"5000 to 19,999",M,30.175200000000004
WURTH UK LIMITED,250 to 499,G,35.0208
WURTH UK LIMITED,250 to 499,G,35.0208
WURTH UK LIMITED,250 to 499,G,35.0208
WYEVALE GARDEN CENTRES HOLDINGS LIMITED,1000 to 4999,M,16.9461
XBRIDGE LIMITED,500 to 999,K,22.432000000000002
XENON SERVICES LIMITED,500 to 999,N,27.6
XEROX (UK) LIMITED,1000 to 4999,G,4.1412
XEROX (UK) LIMITED,1000 to 4999,J,4.1412
XEROX (UK) LIMITED,1000 to 4999,N,4.1412
XEROX LIMITED,500 to 999,G,42.2161
XL CATLIN SERVICES SE,1000 to 4999,K,46.159
Xln Telecom Ltd.,250 to 499,J,22.843799999999998
YEOMANS LIMITED,250 to 499,G,32.9093
Yo! Sushi UK Ltd,1000 to 4999,I,4.8096
YouGov PLC,250 to 499,M,45.837599999999995
Young & Co's Brewery PLC,1000 to 4999,I,15.8788
Young & Co's Brewery PLC,1000 to 4999,I,15.8788
ZAHA HADID LIMITED,250 to 499,M,40.74
Zam Holdings (UK) Ltd,250 to 499,M,51.4225
Zam Holdings (UK) Ltd,250 to 499,T,51.4225
ZARA U.K. LIMITED,1000 to 4999,G,12.107999999999999
ZED 1 ENTERPRISES  LIMITED,250 to 499,G,4.972799999999999
ZENITH UK (MEDIA) LIMITED,250 to 499,M,36.35189999999999
ZING LEISURE LIMITED,250 to 499,I,9.7024
ZOPA LIMITED,250 to 499,K,38.7315
ZORBA DELICACIES LIMITED,250 to 499,C,19.03
Zotefoams PLC,250 to 499,C,21.5192
Zotefoams PLC,250 to 499,M,21.5192
ZPG LIMITED,500 to 999,J,35.04
